tokenID,name,description,file_name,attributes[Pealce],attributes[Realm],attributes[Origin],attributes[Vision],attributes[Tone],attributes[Flow],Fire,attributes[Artifact],attributes[Tier]
636,AH!rchives #636,[ˈäl̪t̪er] ヒーロー,636.png,,Red,Seed,Poska,Kush,Muraka,!!,,1
637,AH!rchives #637,[ˈäl̪t̪er] ヒーロー,637.png,,Megah!,Golden,Watcher,!AH,Hero,Pega,,1
638,AH!rchives #638,[ˈäl̪t̪er] ヒーロー,638.png,,Fayah!,Seed,Prism,Bored,Muraka,Crown,,1
639,AH!rchives #639,[ˈäl̪t̪er] ヒーロー,639.png,Double Nahki,Blū,Gumbo,Watcher,All Caps,,Miya,,1
640,AH!rchives #640,[ˈäl̪t̪er] ヒーロー,640.png,Barz,Orange,Seed,Rage,Stoik,,Mush,,1
641,AH!rchives #641,[ˈäl̪t̪er] ヒーロー,641.png,Figaro,Blū,Düne,Slash,Kush,,Pega,,1
642,AH!rchives #642,[ˈäl̪t̪er] ヒーロー,642.png,,Cream,Seed,Prism,Yamé,Rider,,Jurassik,1
643,AH!rchives #643,[ˈäl̪t̪er] ヒーロー,643.png,,Rose,Golden,Prism,Curls,General,Crown,,1
644,AH!rchives #644,[ˈäl̪t̪er] ヒーロー,644.png,,Cream,Seed,Bloody,All Caps,Ronin,Bulls,,1
645,AH!rchives #645,[ˈäl̪t̪er] ヒーロー,645.png,,Blū,Geedorah,Mono,All Caps,Shimokita,Bloodsport,,1
646,AH!rchives #646,[ˈäl̪t̪er] ヒーロー,646.png,,Pømme,Seed,Prism,All Caps,Hoodie,Halo,,1
647,AH!rchives #647,[ˈäl̪t̪er] ヒーロー,647.png,,Neo,Gumbo,Mono,!AH,,Mush,,1
648,AH!rchives #648,[ˈäl̪t̪er] ヒーロー,648.png,Double Dragon,P!nk,Seed,The Answer,Curls,,Mellow,,1
649,AH!rchives #649,[ˈäl̪t̪er] ヒーロー,649.png,The Shining,Rain,Odeya,Comet,Vault,,,,1
650,AH!rchives #650,[ˈäl̪t̪er] ヒーロー,650.png,,Rose,Seed,Poska,All Caps,Bō Staff,Halo,,1
651,AH!rchives #651,[ˈäl̪t̪er] ヒーロー,651.png,,Rain,Ogs,The Slayer,All Caps,Hero,Onsen,,1
652,AH!rchives #652,[ˈäl̪t̪er] ヒーロー,652.png,,Meknah,Nahki,Tribe,Stoik,Avalanche,Birds,,1
653,AH!rchives #653,[ˈäl̪t̪er] ヒーロー,653.png,Double Dragon,Megah!,Nahki,The Slayer,All Caps,,King Of The Court,,2
654,AH!rchives #654,[ˈäl̪t̪er] ヒーロー,654.png,,Doré,Maze,Shocked,Quiet,Zanpah,,,1
655,AH!rchives #655,[ˈäl̪t̪er] ヒーロー,655.png,,Fayah!,Seed,Prism,All Caps,Shimokita,Shift,,1
656,AH!rchives #656,[ˈäl̪t̪er] ヒーロー,656.png,The Shining,Neo,Ogs,Ye,!AH,,,,1
657,AH!rchives #657,[ˈäl̪t̪er] ヒーロー,657.png,,Runner,Seed,Bloody,All Caps,,Lauriers,,1
658,AH!rchives #658,[ˈäl̪t̪er] ヒーロー,658.png,,P!nk,Clay,Hidden,All Caps,Swat,Golf,,1
659,AH!rchives #659,[ˈäl̪t̪er] ヒーロー,659.png,Double Nahki,Doré,Maze,Slash,!AH,,,,1
660,AH!rchives #660,[ˈäl̪t̪er] ヒーロー,660.png,,Neo,Nova,The Slayer,!AH,Fury,Bloodsport,,1
661,AH!rchives #661,[ˈäl̪t̪er] ヒーロー,661.png,,Dark Blū,Seed,Ye,Bored,Zanpah,Lauriers,,1
662,AH!rchives #662,[ˈäl̪t̪er] ヒーロー,662.png,,Blū,Maze,Stare,Bored,Clouds,Seiya,,1
663,AH!rchives #663,[ˈäl̪t̪er] ヒーロー,663.png,,Runner,Ogs,Ye,Quiet,Clouds,,White Noise,1
664,AH!rchives #664,[ˈäl̪t̪er] ヒーロー,664.png,The Next Episode,Blū,Düne,Shocked,Stoik,,Nippon,,1
665,AH!rchives #665,[ˈäl̪t̪er] ヒーロー,665.png,,Blū,Seed,Oracle,Quiet,Zanpah,,White Noise,1
666,AH!rchives #666,[ˈäl̪t̪er] ヒーロー,666.png,,Pømme,Düne,The Slayer,Bye.,Tee,,,1
667,AH!rchives #667,[ˈäl̪t̪er] ヒーロー,667.png,,,,,,,,,2
668,AH!rchives #668,[ˈäl̪t̪er] ヒーロー,668.png,,Astro,Seed,Ye,Bored,Hero,Mute,,1
669,AH!rchives #669,[ˈäl̪t̪er] ヒーロー,669.png,,Neo,Geedorah,Ye,!AH,Zanpah,,!Sensei,1
670,AH!rchives #670,[ˈäl̪t̪er] ヒーロー,670.png,,Runner,Maze,Gaze,Stoik,Hoodie,,,1
671,AH!rchives #671,[ˈäl̪t̪er] ヒーロー,671.png,,Neo,Golden,Mono,Stoik,,Extended Version,,1
672,AH!rchives #672,[ˈäl̪t̪er] ヒーロー,672.png,,P!nk,Seed,The Answer,Stoik,Okinawa,Shoe Deal,,1
673,AH!rchives #673,[ˈäl̪t̪er] ヒーロー,673.png,,Doré,Maze,A3000,All Caps,!Champloo,,,1
674,AH!rchives #674,[ˈäl̪t̪er] ヒーロー,674.png,,Rain,Golden,The Slayer,All Caps,Illest,Crown,,1
675,AH!rchives #675,[ˈäl̪t̪er] ヒーロー,675.png,The Next Episode,Neo,Gumbo,Mono,Yamé,,Lauriers,,1
676,AH!rchives #676,[ˈäl̪t̪er] ヒーロー,676.png,,Orange,Seed,Prism,All Caps,Baller,,,1
677,AH!rchives #677,[ˈäl̪t̪er] ヒーロー,677.png,,Sanctuary,Metal Fingers,Ye,All Caps,Muraka,Miya,,1
678,AH!rchives #678,[ˈäl̪t̪er] ヒーロー,678.png,,Runner,Seed,Tribe,All Caps,Fury,Mute,,1
679,AH!rchives #679,[ˈäl̪t̪er] ヒーロー,679.png,,Astro,Düne,Ye,Bored,,,!Chimp,1
680,AH!rchives #680,[ˈäl̪t̪er] ヒーロー,680.png,Double Dragon,Pak,All Star,Gaze,Yamé,,Mush,,1
681,AH!rchives #681,[ˈäl̪t̪er] ヒーロー,681.png,,Dark Blū,Liquid,Poska,All Caps,,Halo,,1
682,AH!rchives #682,[ˈäl̪t̪er] ヒーロー,682.png,,Rain,Maze,Mono,Stoik,Shiro,,,1
683,AH!rchives #683,[ˈäl̪t̪er] ヒーロー,683.png,,Cream,Geedorah,Rage,Yamé,Shiro,Bulls,,1
684,AH!rchives #684,[ˈäl̪t̪er] ヒーロー,684.png,,Meknah,Gumbo,Slash,!AH,Baller,Nippon,,1
685,AH!rchives #685,[ˈäl̪t̪er] ヒーロー,685.png,,Off White,Seed,Ye,Bored,,,White Noise,1
686,AH!rchives #686,[ˈäl̪t̪er] ヒーロー,686.png,,Blū,Seed,Gaze,All Caps,!Champloo,!!,,1
687,AH!rchives #687,[ˈäl̪t̪er] ヒーロー,687.png,,Rose,Düne,Hidden,Yamé,Baller,Golf,,1
688,AH!rchives #688,[ˈäl̪t̪er] ヒーロー,688.png,,Cream,Seed,Gaze,Stoik,Swat,Pega,,1
689,AH!rchives #689,[ˈäl̪t̪er] ヒーロー,689.png,Figaro,Cream,Gumbo,Prism,Stoik,,Mellow,,1
690,AH!rchives #690,[ˈäl̪t̪er] ヒーロー,690.png,,P!nk,Nahki,Comet,Bored,General,Pega,,1
691,AH!rchives #691,[ˈäl̪t̪er] ヒーロー,691.png,,Meknah,Nebu,Stare,Stoik,Tee,Lauriers,,1
692,AH!rchives #692,[ˈäl̪t̪er] ヒーロー,692.png,,Cream,Seed,Mono,Stoik,,Extended Version,,2
693,AH!rchives #693,[ˈäl̪t̪er] ヒーロー,693.png,Double Dragon,Cream,Clay,Shocked,All Caps,,Miya,,1
694,AH!rchives #694,[ˈäl̪t̪er] ヒーロー,694.png,,Rain,Golden,Bloody,!AH,Rider,Halo,,1
695,AH!rchives #695,[ˈäl̪t̪er] ヒーロー,695.png,Figaro,Dark Blū,Metal Fingers,Stare,Stoik,,Lauriers,,1
696,AH!rchives #696,[ˈäl̪t̪er] ヒーロー,696.png,Double Nahki,Megah!,Gumbo,Stare,!AH,,Seiya,,1
697,AH!rchives #697,[ˈäl̪t̪er] ヒーロー,697.png,Barz,Pak,Seed,Ye,Candy,,,,1
698,AH!rchives #698,[ˈäl̪t̪er] ヒーロー,698.png,,Megah!,Seed,Bloody,Vault,Okinawa,Miya,,1
699,AH!rchives #699,[ˈäl̪t̪er] ヒーロー,699.png,,Red,Oshen,Ye,Stoik,,,White Noise,1
700,AH!rchives #700,[ˈäl̪t̪er] ヒーロー,700.png,,Blū,Seed,Ye,!AH,Hoodie,,White Noise,1
701,AH!rchives #701,[ˈäl̪t̪er] ヒーロー,701.png,Double Dragon,Rain,Düne,The Answer,Stoik,,Mute,,1
702,AH!rchives #702,[ˈäl̪t̪er] ヒーロー,702.png,,Pømme,Seed,Prism,Quiet,Shimokita,,,1
703,AH!rchives #703,[ˈäl̪t̪er] ヒーロー,703.png,,Megah!,Gumbo,The Slayer,!AH,Tee,Seiya,,1
704,AH!rchives #704,[ˈäl̪t̪er] ヒーロー,704.png,,Hyero,Düne,Mono,All Caps,Baller,,,1
705,AH!rchives #705,[ˈäl̪t̪er] ヒーロー,705.png,,Doré,Maze,Stare,!AH,Shiro,Miya,,1
706,AH!rchives #706,[ˈäl̪t̪er] ヒーロー,706.png,,Doré,Golden,The Slayer,Stoik,Ronin,Golf,,1
707,AH!rchives #707,[ˈäl̪t̪er] ヒーロー,707.png,,Doré,Golden,Poska,Stoik,,,,1
708,AH!rchives #708,[ˈäl̪t̪er] ヒーロー,708.png,,Rose,Ogs,A3000,Bored,Muraka,,Meowzart,1
709,AH!rchives #709,[ˈäl̪t̪er] ヒーロー,709.png,,Rose,Oshen,,,,Dropout,,1
710,AH!rchives #710,[ˈäl̪t̪er] ヒーロー,710.png,,Runner,Seed,Stare,Yamé,Illest,,,1
711,AH!rchives #711,[ˈäl̪t̪er] ヒーロー,711.png,The Shining,Neo,Redbone,Hidden,Bored,,Golf,,1
712,AH!rchives #712,[ˈäl̪t̪er] ヒーロー,712.png,,Cream,Clay,Mono,All Caps,Swat,Pega,,1
713,AH!rchives #713,[ˈäl̪t̪er] ヒーロー,713.png,,,First Press,,,,,,3
714,AH!rchives #714,[ˈäl̪t̪er] ヒーロー,714.png,Double Nahki,Rain,Nova,Hidden,Yamé,,Golf,,1
715,AH!rchives #715,[ˈäl̪t̪er] ヒーロー,715.png,Double Dragon,Fayah!,Seed,Ye,Yamé,,Crown,,1
716,AH!rchives #716,[ˈäl̪t̪er] ヒーロー,716.png,Double Dragon,Rose,Düne,Surprised,All Caps,,Miya,,1
717,AH!rchives #717,[ˈäl̪t̪er] ヒーロー,717.png,,P!nk,Seed,Gaze,Stoik,Shimokita,Nippon,,1
718,AH!rchives #718,[ˈäl̪t̪er] ヒーロー,718.png,The Next Episode,Runner,Maze,Gaze,All Caps,,,,1
719,AH!rchives #719,[ˈäl̪t̪er] ヒーロー,719.png,,Dark Blū,Metal Fingers,Gaze,All Caps,Hero,,White Noise,1
720,AH!rchives #720,[ˈäl̪t̪er] ヒーロー,720.png,,Red,Maze,Bloody,Kush,Shiro,Nippon,,2
721,AH!rchives #721,[ˈäl̪t̪er] ヒーロー,721.png,,Cream,Oshen,Oracle,Stoik,Bō Staff,Halo,,1
722,AH!rchives #722,[ˈäl̪t̪er] ヒーロー,722.png,,Dark Blū,Gumbo,The Slayer,Quiet,!Champloo,,!Sensei,1
723,AH!rchives #723,[ˈäl̪t̪er] ヒーロー,723.png,,Blū,Seed,Ye,All Caps,Zanpah,Bobby,,1
724,AH!rchives #724,[ˈäl̪t̪er] ヒーロー,724.png,,Off White,Düne,Mono,Candy,Hoodie,,Meowzart,1
725,AH!rchives #725,[ˈäl̪t̪er] ヒーロー,725.png,,Dream,Gumbo,Bloody,Stoik,Zanpah,Miya,,1
726,AH!rchives #726,[ˈäl̪t̪er] ヒーロー,726.png,,Cream,Golden,Ye,All Caps,Shimokita,,,1
727,AH!rchives #727,[ˈäl̪t̪er] ヒーロー,727.png,,Off White,Liquid,The Slayer,All Caps,7th Chamber,Bloodsport,,1
728,AH!rchives #728,[ˈäl̪t̪er] ヒーロー,728.png,,Doré,Maze,Mono,Stoik,,,,1
729,AH!rchives #729,[ˈäl̪t̪er] ヒーロー,729.png,,Blū,Redbone,The Slayer,Vault,Fury,Gangsta,,1
730,AH!rchives #730,[ˈäl̪t̪er] ヒーロー,730.png,The Shining,Rain,Nebu,Watcher,All Caps,,Miya,,1
731,AH!rchives #731,[ˈäl̪t̪er] ヒーロー,731.png,,Off White,Düne,Watcher,Stoik,Tee,Lauriers,,1
732,AH!rchives #732,[ˈäl̪t̪er] ヒーロー,732.png,The Next Episode,P!nk,Clay,A3000,All Caps,,,!Chimp,1
733,AH!rchives #733,[ˈäl̪t̪er] ヒーロー,733.png,,Pømme,Seed,Prism,Quiet,Capsule,Faces,,1
734,AH!rchives #734,[ˈäl̪t̪er] ヒーロー,734.png,,,First Press,,,,,,3
735,AH!rchives #735,[ˈäl̪t̪er] ヒーロー,735.png,,Rose,Düne,Gaze,Candy,Baller,,!Chimp,1
736,AH!rchives #736,[ˈäl̪t̪er] ヒーロー,736.png,,Autumn,Clay,Mono,Stoik,Muraka,Lauriers,,1
737,AH!rchives #737,[ˈäl̪t̪er] ヒーロー,737.png,,Runner,Seed,Oracle,Bored,Shiro,Mute,,1
738,AH!rchives #738,[ˈäl̪t̪er] ヒーロー,738.png,,Doré,All Star,Surprised,All Caps,Hoodie,Miya,,1
739,AH!rchives #739,[ˈäl̪t̪er] ヒーロー,739.png,,Cream,Seed,Shocked,Stoik,Shiro,Onsen,,1
740,AH!rchives #740,[ˈäl̪t̪er] ヒーロー,740.png,The Next Episode,Blū,Maze,Shocked,All Caps,,Lauriers,,1
741,AH!rchives #741,[ˈäl̪t̪er] ヒーロー,741.png,,Rain,Maze,Watcher,Stoik,Bō Staff,,!Sensei,1
742,AH!rchives #742,[ˈäl̪t̪er] ヒーロー,742.png,,Orange,Seed,Stare,All Caps,Hoodie,Crown,,1
743,AH!rchives #743,[ˈäl̪t̪er] ヒーロー,743.png,,Red,Düne,Watcher,Candy,Avalanche,Crown,,1
744,AH!rchives #744,[ˈäl̪t̪er] ヒーロー,744.png,Double Nahki,Off White,Geedorah,Ye,All Caps,,,,1
745,AH!rchives #745,[ˈäl̪t̪er] ヒーロー,745.png,,Doré,Metal Fingers,Mono,All Caps,Shiro,Lauriers,,1
746,AH!rchives #746,[ˈäl̪t̪er] ヒーロー,746.png,Barz,Runner,Seed,Tribe,All Caps,,Halo,,1
747,AH!rchives #747,[ˈäl̪t̪er] ヒーロー,747.png,,Off White,Nova,Ye,Curls,Bō Staff,Seiya,,1
748,AH!rchives #748,[ˈäl̪t̪er] ヒーロー,748.png,Double Dragon,Orange,Düne,The Answer,Bored,,Lauriers,,1
749,AH!rchives #749,[ˈäl̪t̪er] ヒーロー,749.png,,Runner,Seed,Mono,!AH,,,,1
750,AH!rchives #750,[ˈäl̪t̪er] ヒーロー,750.png,,Rose,Ogs,Stare,All Caps,,,!Chimp,1
751,AH!rchives #751,[ˈäl̪t̪er] ヒーロー,751.png,,Doré,Gumbo,Surprised,All Caps,Shiro,,,1
752,AH!rchives #752,[ˈäl̪t̪er] ヒーロー,752.png,,Pømme,Redbone,Ye,Stoik,Baller,Lauriers,,1
753,AH!rchives #753,[ˈäl̪t̪er] ヒーロー,753.png,,Rose,Golden,Gaze,All Caps,Illest,Mellow,,2
754,AH!rchives #754,[ˈäl̪t̪er] ヒーロー,754.png,Double Dragon,Cream,Ogs,Ye,All Caps,,Miya,,2
755,AH!rchives #755,[ˈäl̪t̪er] ヒーロー,755.png,,Meknah,All Star,Ye,Stoik,Avalanche,Pega,,1
756,AH!rchives #756,[ˈäl̪t̪er] ヒーロー,756.png,,Orange,Geedorah,Bloody,Stoik,Clouds,Nippon,,1
757,AH!rchives #757,[ˈäl̪t̪er] ヒーロー,757.png,,Blū,Seed,The Answer,Bored,!Champloo,,White Noise,1
758,AH!rchives #758,[ˈäl̪t̪er] ヒーロー,758.png,,Cream,Clipse,Mono,Candy,Muraka,Pega,,1
759,AH!rchives #759,[ˈäl̪t̪er] ヒーロー,759.png,,P!nk,Metal Fingers,Stare,All Caps,Zanpah,Bulls,,2
760,AH!rchives #760,[ˈäl̪t̪er] ヒーロー,760.png,,P!nk,Seed,Ye,Stoik,Hoodie,Lauriers,,1
761,AH!rchives #761,[ˈäl̪t̪er] ヒーロー,761.png,,,White Label,,,,,,1
762,AH!rchives #762,[ˈäl̪t̪er] ヒーロー,762.png,,Pak,All Star,Hidden,,General,Golf,,1
763,AH!rchives #763,[ˈäl̪t̪er] ヒーロー,763.png,,Pømme,Maze,The Slayer,Stoik,!Champloo,,,2
764,AH!rchives #764,[ˈäl̪t̪er] ヒーロー,764.png,,Pømme,Seed,Ye,Quiet,Bō Staff,,,1
765,AH!rchives #765,[ˈäl̪t̪er] ヒーロー,765.png,,Red,Redbone,Watcher,Stoik,Hero,,!Sensei,1
766,AH!rchives #766,[ˈäl̪t̪er] ヒーロー,766.png,,Rain,Nahki,Stare,Vault,!Champloo,Halo,,1
767,AH!rchives #767,[ˈäl̪t̪er] ヒーロー,767.png,,Doré,Seed,Surprised,Yamé,Okinawa,,,1
768,AH!rchives #768,[ˈäl̪t̪er] ヒーロー,768.png,,Pømme,Redbone,The Slayer,!AH,Swat,Mellow,,1
769,AH!rchives #769,[ˈäl̪t̪er] ヒーロー,769.png,Figaro,Neo,Seed,Mono,Stoik,,King Of The Court,,1
770,AH!rchives #770,[ˈäl̪t̪er] ヒーロー,770.png,Double Nahki,Pak,Golden,Watcher,Stoik,,Pega,,1
771,AH!rchives #771,[ˈäl̪t̪er] ヒーロー,771.png,,Rain,Clay,Watcher,Bored,Hero,Onsen,,1
772,AH!rchives #772,[ˈäl̪t̪er] ヒーロー,772.png,,Blū,Redbone,Sentinelle,Stoik,General,Looper,,1
773,AH!rchives #773,[ˈäl̪t̪er] ヒーロー,773.png,,Autumn,Ogs,Hidden,Vault,Clouds,Golf,,1
774,AH!rchives #774,[ˈäl̪t̪er] ヒーロー,774.png,,Cream,Redbone,Stare,Kookies,Fury,Pega,,1
775,AH!rchives #775,[ˈäl̪t̪er] ヒーロー,775.png,,Cream,Nebu,The Slayer,Bored,Zanpah,,,1
776,AH!rchives #776,[ˈäl̪t̪er] ヒーロー,776.png,Double Nahki,Blū,Nebu,The Slayer,Kookies,,Bloodsport,,1
777,AH!rchives #777,[ˈäl̪t̪er] ヒーロー,777.png,,Runner,Clay,The Slayer,All Caps,Illest,,Supervillain,2
778,AH!rchives #778,[ˈäl̪t̪er] ヒーロー,778.png,,Cream,Seed,Ye,Kush,Zanpah,Shoe Deal,,1
779,AH!rchives #779,[ˈäl̪t̪er] ヒーロー,779.png,,Red,Liquid,Bloody,All Caps,Shimokita,Bulls,,1
780,AH!rchives #780,[ˈäl̪t̪er] ヒーロー,780.png,,P!nk,Liquid,Comet,Yamé,General,Halo,,1
781,AH!rchives #781,[ˈäl̪t̪er] ヒーロー,781.png,,Rain,Redbone,The Slayer,Candy,Muraka,Mute,,1
782,AH!rchives #782,[ˈäl̪t̪er] ヒーロー,782.png,,Orange,Oshen,Mono,Stoik,Hero,Shift,,1
783,AH!rchives #783,[ˈäl̪t̪er] ヒーロー,783.png,,Rain,Ogs,Poska,Stoik,,Faces,,1
784,AH!rchives #784,[ˈäl̪t̪er] ヒーロー,784.png,,Sanctuary,Ogs,The Slayer,Stoik,,,,1
785,AH!rchives #785,[ˈäl̪t̪er] ヒーロー,785.png,,Runner,Seed,Ye,Golden T,Bō Staff,Bulls,,1
786,AH!rchives #786,[ˈäl̪t̪er] ヒーロー,786.png,,Fayah!,Bahbū,Stare,All Caps,,,,1
787,AH!rchives #787,[ˈäl̪t̪er] ヒーロー,787.png,Figaro,Black,Düne,Gaze,Stoik,,,Meowzart,1
788,AH!rchives #788,[ˈäl̪t̪er] ヒーロー,788.png,,Orange,Ogs,A3000,Stoik,Okinawa,,Meowzart,1
789,AH!rchives #789,[ˈäl̪t̪er] ヒーロー,789.png,,Autumn,Redbone,The Answer,All Caps,Illest,Miya,,1
790,AH!rchives #790,[ˈäl̪t̪er] ヒーロー,790.png,,Cream,Gumbo,A3000,All Caps,Shimokita,,White Noise,2
791,AH!rchives #791,[ˈäl̪t̪er] ヒーロー,791.png,,Pømme,Maze,Ye,Candy,Ronin,Nippon,,1
792,AH!rchives #792,[ˈäl̪t̪er] ヒーロー,792.png,,Cream,Seed,Mercy,Bored,Hero,,Meowzart,1
793,AH!rchives #793,[ˈäl̪t̪er] ヒーロー,793.png,,Dream,Seed,Watcher,!AH,,Beanie,,1
794,AH!rchives #794,[ˈäl̪t̪er] ヒーロー,794.png,,P!nk,Maze,Stare,All Caps,Hoodie,,White Noise,1
795,AH!rchives #795,[ˈäl̪t̪er] ヒーロー,795.png,,Sanctuary,Seed,Surprised,Stoik,!Champloo,Miya,,1
796,AH!rchives #796,[ˈäl̪t̪er] ヒーロー,796.png,,Orange,Maze,Stare,Kookies,Bō Staff,,,1
797,AH!rchives #797,[ˈäl̪t̪er] ヒーロー,797.png,,Blū,Metal Fingers,Watcher,All Caps,,Halo,,1
798,AH!rchives #798,[ˈäl̪t̪er] ヒーロー,798.png,,Rose,Clay,Watcher,!AH,Hero,Shoe Deal,,1
799,AH!rchives #799,[ˈäl̪t̪er] ヒーロー,799.png,,Astro,Liquid,Mono,All Caps,Clouds,,!Sensei,1
800,AH!rchives #800,[ˈäl̪t̪er] ヒーロー,800.png,,P!nk,Seed,Shocked,Stoik,Hoodie,Mellow,,1
801,AH!rchives #801,[ˈäl̪t̪er] ヒーロー,801.png,,Doré,All Star,Hidden,Yamé,!Champloo,Golf,,1
802,AH!rchives #802,[ˈäl̪t̪er] ヒーロー,802.png,,Off White,Nova,Ye,All Caps,Zanpah,Faces,,1
803,AH!rchives #803,[ˈäl̪t̪er] ヒーロー,803.png,Double Dragon,Doré,Clay,Mono,Bored,,Bulls,,1
804,AH!rchives #804,[ˈäl̪t̪er] ヒーロー,804.png,,Dark Blū,Seed,Ye,Stoik,Avalanche,Mute,,1
805,AH!rchives #805,[ˈäl̪t̪er] ヒーロー,805.png,The Shining,Off White,Golden,Tribe,All Caps,,Faces,,1
806,AH!rchives #806,[ˈäl̪t̪er] ヒーロー,806.png,,Orange,Gumbo,Shocked,All Caps,,,,1
807,AH!rchives #807,[ˈäl̪t̪er] ヒーロー,807.png,,Neo,Geedorah,Stare,Kush,Zanpah,Extended Version,,1
808,AH!rchives #808,[ˈäl̪t̪er] ヒーロー,808.png,,Orange,Golden,Prism,All Caps,Shimokita,Halo,,1
809,AH!rchives #809,[ˈäl̪t̪er] ヒーロー,809.png,,Red,Seed,Spirit,Stoik,Hoodie,Mute,,1
810,AH!rchives #810,[ˈäl̪t̪er] ヒーロー,810.png,,Red,,Tribe,All Caps,Monk,,Supervillain,1
811,AH!rchives #811,[ˈäl̪t̪er] ヒーロー,811.png,,Red,Düne,Mono,All Caps,Bō Staff,Extended Version,,1
812,AH!rchives #812,[ˈäl̪t̪er] ヒーロー,812.png,The Next Episode,Megah!,Clipse,Watcher,Bored,,Halo,,2
813,AH!rchives #813,[ˈäl̪t̪er] ヒーロー,813.png,,Doré,Redbone,Ye,All Caps,Fury,Seiya,,2
814,AH!rchives #814,[ˈäl̪t̪er] ヒーロー,814.png,The Next Episode,Megah!,Düne,Comet,All Caps,,Halo,,2
815,AH!rchives #815,[ˈäl̪t̪er] ヒーロー,815.png,,,,,,,,,3
816,AH!rchives #816,[ˈäl̪t̪er] ヒーロー,816.png,,Red,Seed,Stare,Kookies,,,!Chimp,1
817,AH!rchives #817,[ˈäl̪t̪er] ヒーロー,817.png,,Rain,Liquid,Spirit,All Caps,,Halo,,1
818,AH!rchives #818,[ˈäl̪t̪er] ヒーロー,818.png,,Pak,Golden,Comet,Quiet,Zanpah,Miya,,1
819,AH!rchives #819,[ˈäl̪t̪er] ヒーロー,819.png,The Next Episode,Red,Nebu,Mono,!AH,,Nippon,,1
820,AH!rchives #820,[ˈäl̪t̪er] ヒーロー,820.png,Double Dragon,Neo,Seed,Oracle,All Caps,,Extended Version,,1
821,AH!rchives #821,[ˈäl̪t̪er] ヒーロー,821.png,,Astro,Gumbo,Surprised,All Caps,Clouds,,!Chimp,1
822,AH!rchives #822,[ˈäl̪t̪er] ヒーロー,822.png,,Orange,Seed,Ye,,Muraka,Shoe Deal,,1
823,AH!rchives #823,[ˈäl̪t̪er] ヒーロー,823.png,,Astro,Golden,Oracle,All Caps,Shimokita,,White Noise,1
824,AH!rchives #824,[ˈäl̪t̪er] ヒーロー,824.png,,P!nk,Seed,Prism,Stoik,Monk,Shift,,1
825,AH!rchives #825,[ˈäl̪t̪er] ヒーロー,825.png,,Dark Blū,Düne,Surprised,All Caps,Bō Staff,Birds,,1
826,AH!rchives #826,[ˈäl̪t̪er] ヒーロー,826.png,,Dream,Maze,Mono,All Caps,,Halo,,1
827,AH!rchives #827,[ˈäl̪t̪er] ヒーロー,827.png,,Blū,Düne,Oracle,Stoik,Shimokita,,,1
828,AH!rchives #828,[ˈäl̪t̪er] ヒーロー,828.png,Blū,Red,Clay,Ye,Bored,,,,2
829,AH!rchives #829,[ˈäl̪t̪er] ヒーロー,829.png,Figaro,Rose,Clay,Surprised,All Caps,,,White Noise,1
830,AH!rchives #830,[ˈäl̪t̪er] ヒーロー,830.png,,P!nk,Clay,Ye,Candy,Bō Staff,Pega,,1
831,AH!rchives #831,[ˈäl̪t̪er] ヒーロー,831.png,The Next Episode,Rose,Maze,Shocked,All Caps,,,Meowzart,1
832,AH!rchives #832,[ˈäl̪t̪er] ヒーロー,832.png,The Shining,Megah!,Maze,Hidden,Vault,,Golf,,1
833,AH!rchives #833,[ˈäl̪t̪er] ヒーロー,833.png,,Rose,Seed,Oracle,Kush,Hero,Shift,,1
834,AH!rchives #834,[ˈäl̪t̪er] ヒーロー,834.png,,,White Label,,,,,,1
835,AH!rchives #835,[ˈäl̪t̪er] ヒーロー,835.png,The Next Episode,Rose,Düne,Hidden,All Caps,,Golf,,1
836,AH!rchives #836,[ˈäl̪t̪er] ヒーロー,836.png,,Blū,Maze,Ye,Stoik,,,,1
837,AH!rchives #837,[ˈäl̪t̪er] ヒーロー,837.png,,Meknah,Liquid,Gaze,Stoik,Illest,,,1
838,AH!rchives #838,[ˈäl̪t̪er] ヒーロー,838.png,,Pømme,Nebu,Slash,Stoik,Bō Staff,Seiya,,1
839,AH!rchives #839,[ˈäl̪t̪er] ヒーロー,839.png,,Doré,Nova,Watcher,!AH,Muraka,Lauriers,,1
840,AH!rchives #840,[ˈäl̪t̪er] ヒーロー,840.png,,Off White,Gumbo,Slash,Stoik,Zanpah,,,1
841,AH!rchives #841,[ˈäl̪t̪er] ヒーロー,841.png,,Pømme,Seed,Comet,All Caps,Shiro,Pega,,1
842,AH!rchives #842,[ˈäl̪t̪er] ヒーロー,842.png,Double Dragon,Red,Düne,Bloody,,,Halo,,1
843,AH!rchives #843,[ˈäl̪t̪er] ヒーロー,843.png,,Blū,Seed,Shocked,All Caps,,,,2
844,AH!rchives #844,[ˈäl̪t̪er] ヒーロー,844.png,,,White Label,,,,,,1
845,AH!rchives #845,[ˈäl̪t̪er] ヒーロー,845.png,,Off White,Seed,Prism,Stoik,Hoodie,King Of The Court,,1
846,AH!rchives #846,[ˈäl̪t̪er] ヒーロー,846.png,,Pømme,Redbone,Quartet,All Caps,General,Faces,,1
847,AH!rchives #847,[ˈäl̪t̪er] ヒーロー,847.png,,Red,Düne,Bloody,Stoik,,,,2
